id,document,abstract,date,type,authors,sectors,implementer,url
WDP156,Developing agricultural extension for women farmers,"Despite rapid advances in agricultural technology and heavy expenditures by governments and donors on agricultural extension, as much as a fifth of mankind - almost all in developing countries - still goes hungry. Extension programs can increase agricultural productivity and rural incomes by bridging the gap between new technical knowledge and a farmer's practices, but research and extension services usually assume that farmers are men. In fact, women play a critical role in a wide range of agricultural activities, and as men move into off-farm employment, women's importance to agriculture is growing. The specific needs and problems of women farmers must be addressed in the design and implementation of agricultural projects. This paper provides an overview of women farmers and their production systems, presents a framework for analysis of gender issues, suggests interventions and project components, and sets out guidelines for designing and modifying agricultural service projects.",31-Mar-92,Publication,"['Saito', 'Katrine A.', 'Spurling', 'Daphne']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Livestock and Animal Husbandry', 'Gender and Development', 'Food Security']",Human Resources Vice Presidency (HRS),http://documents.worldbank.org/curated/en/103481467988940656/pdf/multi-page.pdf
46006,Acronyms from Portuguese-speaking countries,"This is the first edition of acronyms from Portuguese-speaking countries. It should be pointed out that most of the acronyms come from Bank documents, which are not always reliable. While every effort has been made to check that the acronyms and titles are correct, there may well be some errors.",1-Jan-92,Working Paper,[],"['Arts & Music', 'Agricultural Extension', 'Information Security & Privacy', 'Water and Industry', 'E-Business']",Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/344061468313755581/pdf/460060WP0BOX334076B01PUBLIC1.pdf
29234,Agricultural extension and research in India,"The overall conclusion is that quite intensive technical extension services have been provided to the farming communities. This OED's Precis, however, raises some concerns about aspects of the T&V extension system used in these projects. The accomplishments of the National Agricultural Research Project (NARP) in its initiation of research projects were impressive and the zonal research system was generally accepted.",1-Apr-91,Brief,"['Weaving', 'Rachel V.']","['Climate Change and Agriculture', 'Health Care Services Industry', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Agricultural Research', 'Health Service Management and Delivery', 'Nutrition', 'Food Security']","Comm., Learning & Strategy (IEGCS)",http://documents.worldbank.org/curated/en/787941468034812706/pdf/292340Precis50Eng.pdf
WPS627,The role of institutions in poverty reduction : a focus on the productive sectors,"The author of this paper contends that institutional development (ID) is critical to growth and sustainable poverty reduction. Although there is no single model for poverty-oriented institutional development, and ID initiatives vary considerably across sectors and nations, important common lessons have been learned about successful institutional development initiatives. The author presents these in terms of six components: (a) forming and strengthening local organizations; (b) supporting institutional pluralism; (c) building links between poverty-oriented institutions; (d) adopting the appropriate organizational structure and encouraging strong leadership; (e) adopting the learning process approach; and (f) mobilizing local resources and the participation of poor people. Both successful and unsuccessful programs are used to illustrate the importance of these components. Institutional investments often require unconventional, potentially costly programs and projects. ID initiatives have been criticized in terms of the costs and benefits of different approaches, the scale on which they can operate, their compatibility with conventional project frameworks, the degree and types of decentralization they require, and their political feasibility. Using case studies from different productive sectors and subsectors, the author illustrates how these objections may be unwarranted and that investments in institutional development can be both economically and politically viable.",31-Mar-91,Policy Research Working Paper,"['Holt', 'Sharon L.']","['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Agricultural Research', 'Nutrition', 'Food Security', 'Agricultural Growth and Rural Development', 'Inequality']",,http://documents.worldbank.org/curated/en/519851468764401909/pdf/multi0page.pdf
8971,Annual report on operations evaluation (AROE) : FY90,This report provides an overview of evaluation activities in FY90 and reviews the operations evaluation system. The report also identifies the issues which need to be addressed during the transition to new style PCRs and ways to further strengthen dissemination and feedback processes.,15-Aug-90,Annual Report,[],"['Rural Settlements', 'Agricultural Growth and Rural Development', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Climate Change and Agriculture', 'Food Security', 'Educational Sciences', 'Agricultural Economics']","Director-General, Evaluation (IEGDG)",http://documents.worldbank.org/curated/en/799431493857114689/pdf/Annual-report-on-operations-evaluation-AROE-FY90.pdf
WPS403,Innovative agricultural extension for women : a case study in Cameroon,"Agricultural extension has not been particularly kind to Africa's women farmers. On a continent where women produce 90 percent of the food and 60 percent of total agricultural output, insensitivity and neglect by extension services is the norm. Numerous case studies have pointed out the ""gender gap"" that exists in the provision of extension services to women farmers. Compared to male farmers or farming couples, women farmers receive far less attention from extension services, thus benefiting less from improved farming techniques. However, in Cameroon's North West province, over the last five years, the Mission de Developpement de la Province du Nord-Ouest (MIDENO), has been implementing a project to improve agricultural production in the province. In terms of agricultural extension, the project has hired almost 200 new extension agents, one-fourth of whom are women. The overall representation of women in the extension service is now 18.3 percent, among the highest in developing countries. The paper is organized into three Chapters : Chapter I deals with the agricultural and policy setting in which MIDENO was designed; Chapter II is devoted to the MIDENO case study; Chapter III attempts to generalize from the MIDENO case and determines the extent to which the MIDENO's experience and success can be sustained and replicated.",30-Jun-90,Policy Research Working Paper,"['Walker', 'S. Tjip']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Agricultural Economics', 'Gender and Development', 'Food Security']",,http://documents.worldbank.org/curated/en/775791468016834885/pdf/multi-page.pdf
WPS394,Threshold effects in international lending,"The author's dynamic model of international borrowing subject to credit constraint was developed for an economy with increasing returns to physical capital. Increases in the capital stock within the nonconvex range increase debtor borrowing opportunities. Conversely, a temporary liquidity shock may permanently lower the economy's growth path. Introducing aggregate nonconvexities also has different implications for policy on debt overhangs. In particular, the model allows for rational relending by creditors. It also predicts that new money ( or interest capitalization ) is in the interest of creditors and will be part of a debt restructuring strategy - as it was recently for Mexico and the Philippines.",30-Apr-90,Policy Research Working Paper,"['Spiegel', 'Mark M.']","['Climate Change and Agriculture', 'Economic Theory & Research', 'Industrial Economics', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Capital Markets and Capital Flows', 'Capital Flows', 'International Trade and Trade Rules', 'Economic Growth', 'Macroeconomic Management']",,http://documents.worldbank.org/curated/en/166641468764368192/pdf/multi-page.pdf
WPS302,Improving support services for rural schools : a management perspective,"Management is a major weakness of rural school supervision systems. Management systems for rural schools should emphasize regular school visits by trained specialists whose task is to help rural teachers with teaching skills and rural principals with routine administrative tasks. The author points out that World Bank projects provide uncoordinated components, such as transportation and one time training efforts for field staff. The training and visit (T & V) system used in agricultural extension provides a model for managing supervision of rural education. It must be adapted to education by 1) targeting specific rural client groups with similar educational needs and problems, 2) providing services that schools want to receive, 3) strengthening links between teacher training colleges, educational research institutions, and rural classrooms. The author recommends including a T & V system in ongoing and future educational projects, after careful evaluation of the pilot project.",30-Nov-89,Policy Research Working Paper,"['Keith', 'Sherry']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Access & Equity in Basic Education', 'Educational Sciences', 'Educational Institutions & Facilities', 'Educational Populations', 'Rural Education', 'Education for Development (superceded)', 'Effective Schools and Teachers', 'Education For All']",,http://documents.worldbank.org/curated/en/353511468765627852/pdf/multi-page.pdf
9456,"The collection, analysis and use of monitoring and evaluation data","This volume focuses on the topics in data collection, analysis, and use that were raised in its companion book, Project Monitoring and Evaluation in Agriculture. It summarizes these topics in the context set by the companion volume, which documented the importance of monitoring and recommended that ambitious evaluations be done only selectively. The book further explains the data collection and analysis techniques referred to in the companion volume. It is selective; it does not provide comprehensive coverage of all methods. Furthermore, for those methods it does cover, the book advocates simplicity and economy. It emphasizes qualitative interviewing methods because most monitoring and evaluation efforts will need to use them for limited, non-random coverage of respondents. Examples of sample theory and sample selection, conversely, are mainly in terms of rates of adoption and similar indicators. In a similar vein, the book advocates greater reliance on farmer estimates when discussing crop production and yield, because the issue of concern in this context is project beneficiary responses rather than aggregate national or regional estimates. The book is meant to be consulted as a particular issue arises rather than read straight through. The subjects covered are qualitative data collection methods; structured surveys and sampling and crop measurement problems; preliminary, exploratory data analysis; formal analysis; and data presentation.",31-Jan-89,Publication,"['Casley', 'Dennis J.', 'Kumar', 'Krishna']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Public Sector Economics', 'Legal Aspects of Project Finance', 'Food Security', 'Public Finance Decentralization and\n            Poverty Reduction']",ECR Transition Unit (ECRTU),http://documents.worldbank.org/curated/en/404301468134397167/pdf/94560PUB0FRENCH0Box65259B01PUBLIC1.pdf
13336,Training and visit extension,"This book contains a comprehensive explanation of the organization and operation of the training and visit system of agricultural extension. The system has been strongly supported by the World Bank and the governments of many developing countries for about ten years. Emphasizing simplicity and decisiveness, the training and visit system has a clearly defined organization and mode of operation and allows continuous feedback from farmers to extension and research workers, who in turn provide continuous adjustment to farmers needs. It has been adopted in some forty developing countries in Asia, Africa, Europe, and Central and South America. This book has its origin in a series of operational notes on aspects of the extension system. Intended mainly for the use of extension staff at all levels, agricultural research personnel, trainers, and staff of agricultural organizations, it is both a methodological guide to training and visit extension and a resource for training. It will also be of interest to all universities and training institutions involved in agricultural and rural development and public administration.",31-Dec-87,Publication,"['Benor', 'Daniel', 'Baxter', 'Michael']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Educational Sciences', 'Food Security']",ECR Transition Unit (ECRTU),http://documents.worldbank.org/curated/en/568211468170676562/pdf/133360PUB0SPANISH0Box74492B01PUBLIC1.pdf
76836,Some thoughts on the role of the New Delhi office,The New Delhi office will continue to be a very significant element in the country department responsible for the Bank's program in India. Previous reviews have examined the functions performed by the New Delhi office and suggested modifications in the light of the changing needs and emphasis of our program in India and the relationship between the Bank and the government. This review has taken the office as it evolved in the course of time and focused on those further modifications which would now seem necessary in the light of the reorganization and the organizational changes which have taken place. The role of the office is undergoing changes. The office will be functioning more as an extension of the country department at headquarters and will be closer integrated in the departmental work program. Further improvements in communications through the introduction of electronic links should assist in this process. The work program for the office will be planned and monitored by the divisional managers and the lead economist in the country department. This will be reflected in the reporting arrangements and in the arrangements for the staff performance plans and performance reviews.,21-Dec-87,Working Paper,[],"['Climate Change and Agriculture', 'Health Care Services Industry', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Telecommunications Infrastructure', 'Food Security']",Policy and Operations (SECPO),http://documents.worldbank.org/curated/en/613931468258291719/pdf/768360WP0some000Box374391B00PUBLIC0.pdf
ARU58,"Population density, market access and farmer-generated technical change in sub-Saharan Africa","Just as technical change in agriculture in the industrialized countries results from the economy's land and labor endowments and by the conditions of demand, so too is farmer-generated technical change in sub - Saharan Africa influenced by the economy's population, land endowments and market infrastructure. This paper provides empirical support to Boserup's thesis on population induced technical change in traditional agricultural societies. The discussion concentrates on several effects from her thesis of population growth and its consequences on farming systems. The effects concentrated on are (i) the increasing intensity of land use; (ii) increasing investments in land improvements; (iii) the encouragement of animal traction in cultivation; (iv) maintenance of soil fertility; and (v) changes from general to specific land rights. The first four of these effects result from the necessity to raise land productivity and to offset the increase in labor requirements associated with more intensive cultivation. The final effect on the transition to specific land rights provides incentives to undertake investments in specific plots, investments which are required for the intensification of production and the preservation of soil fertility.",30-Sep-86,Working Paper (Numbered Series),"['Pinghali', 'Prabhu L', 'Binswanger', 'Hans P']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Agricultural Economics', 'Labor Markets', 'Food Security']",Off. of Regional Vice President (AFRVP),http://documents.worldbank.org/curated/en/356041468210859501/pdf/ARU58000Popula0n0sub0Saharan0Africa.pdf
17489,The World Bank research observer 1 (2),"The impact of agricultural extension: the training and visit system in India. Issues in medium-term macroeconomic adjustment. Shelter strategies for the urban poor in developing countries. The costs and benefits of being a small, remote, island, landlocked, or ministate economy. A benefit-cost analysis of nutritional programs for anemia reduction.",31-Jul-86,Publication,"['Feder', 'Gershon', 'Fischer', 'Stanley', 'Gross', 'David J.', 'Levin', 'Henry M', 'Malpezzi', 'Stephen J.', 'Mayo', 'Stephen K.', 'Slade', 'Roger H.', 'Srinivasan', 'Giridhar N.']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Agricultural Research', 'Disability', 'Nutrition', 'Services & Transfers to Poor', 'Food Security', 'Economic Assistance', 'Access of Poor to Social Services']",Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/393291468756596149/pdf/multi-page.pdf
34785,World Development Report 1986 : publication summary,"This is a summary publication of the ninth in an annual series assessing development issues. The world economy is entering its fourth year of growth since the recession of 1982. Yet the recovery is hesitant with many developing countries facing serious problems of adjustment. The recent decline in oil prices, interest rates, and inflation will provide a stimulus to develop and developing countries alike. But many debtor countries, particularly oil exporters, will find it hard to maintain growth in the near term. The effects of the recovery have been much weaker for many low-income Sub-Saharan countries. An examination of the policy options in developing countries suggests that economic stability and growth could be greatly enhanced by focusing on improved pricing and trade policies.",8-Jul-86,Annual Report,[],"['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Agricultural Research', 'Nutrition', 'Food Security', 'Agricultural Growth and Rural Development', 'Inequality']",Off of Sr VP Dev Econ/Chief Econ (DECVP),http://documents.worldbank.org/curated/en/248291468763792062/pdf/3478510french.pdf
ARU33,An economic appraisal of withdrawing fertilizer subsidies in India,"Owing to the importance of fertilizers in increasing agricultural output, government intervention in the fertilizer market to encourage its more widespread production and use has been a common phenomenon in many developing countries. However, with government intervention, certain questions arise. The government must not only choose between alternative forms of intervention, but it must also make comparisons of alternative uses of scarce public funds in order to justify the cost of the intervention itself. This paper is concerned with what the optimal form of intervention in the fertilizer market ought to be. Instead, this paper considers the economic costs and returns of alternative uses of public funds already earmarked for a fertilizer subsidy. In particular, it looks at the current fertilizer subsidies in India. It uses a general equilibrium model of India's agricultural sector to simulate the likely consequences of its removal on agricultural performance and the overall distribution of income. The model is also used to determine the net effects of reallocating fertilizer subsidies to finance other government sponsored agricultural programs instead of expanding irrigation and increasing foodgrain imports.",1-Aug-85,Working Paper (Numbered Series),"['Quizon', 'Jaime']","['Climate Change and Agriculture', 'E-Government', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Agricultural Economics', 'E-Government', 'Public Sector Administrative & Civil\n            Service Reform', 'Educational Sciences', 'E-Government', 'Democratic Government', 'Economics and Finance of Public\n            Institution Development', 'Public Sector Administrative and Civil\n            Service Reform', 'De Facto Governments']",SAS,http://documents.worldbank.org/curated/en/180341468253188752/pdf/ARU33.pdf
ARU47,Methodological issues in the evaluation of extension impact,"The impact of extension is an imprecise term. Does it, for example, mean the full set of changes, direct and indirect, resulting from an extension initiative or does it have narrower connotations of change? The purpose of this paper is to examine some of the methodological issues and problems involved in undertaking an evaluation of extension designed to observe and measure changes in the operational efficiency of extension agents changes in farm husbandry knowledge and the increase, if any, in agricultural productivity induced by the introduction into an area with agricultural extension, of a more intensive system. The paper does not, therefore, specifically address issues that arise in evaluating the contribution of an established system of extension to agricultural output. Moreover, attention is centered on extension in less developed countries, the locus of much recent investment, rather than the more sophisticated systems of Europe and North America.",31-Jul-85,Working Paper (Numbered Series),"['Feder', 'Gershon', 'Slade', 'Roger']","['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Educational Sciences', 'Food Security', 'Agricultural Growth and Rural Development']",DEC,http://documents.worldbank.org/curated/en/396771467989563795/pdf/ARU47000Method00of0extension0impact.pdf
ARU42,"Education, experience and imperfect processing of information in the adoption of innovations","Education, experience and the processing of information play key roles in a decision maker's choice of adopting various innovations. Before a decision maker decides whether or not to adopt a new production technique, he must necessarily learn of its existence and have some idea of its properties. In particular, a risk-neutral decision-maker will be unlikely to adopt the technique unless he believes that its profitability exceeds that of the existing technique. In the literature on the adoption of innovations, it is known that both education and experience are important determinants of adoption speed. In fact, the paper argues that among decision-makers with the same prior beliefs and faced with the same additional information, those who have more education and/or experience should be more efficient information processors because they are prone to make less-serious mistakes in processing the information. The paper further develops a business decision model to more completely measure information processors' attitudes and thinking in regard to adopting innovations.",30-Jun-85,Working Paper (Numbered Series),"['Fischer', 'Alastair']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Educational Sciences', 'Food Security']",DEC,http://documents.worldbank.org/curated/en/830101468173933472/pdf/ARU42000Educat0ption0of0innovations.pdf
ARU46,The impact of agricultural extension : the training and visit system in India,"The T & V extension system, designed to overcome some of the major problems afflicting earlier forms of extension services, has often been criticized itself. Its critics have claimed that not only is the T & V system expensive, it is also ineffective and biased towards wealthier farmers. In an attempt to obtain empirical information to devaluate the T & V system, this paper uses farm survey data from India to examine the effectiveness of T & V extension. In this paper, the authors compare the relative importance of various information sources provided to farmers on new farming practices. They also examine the choice of contact farmers, relative frequency with which contact and noncontact farmers are reached by extension, T & V impact on farmers' knowledge along with farm productivity and finally a cost/benefit analysis on the T & V system. The results show that even with the added costs incurred by the implementation of the T & V system, the benefits resulting from it are even higher both to farmers and farm yields.",30-Jun-85,Working Paper (Numbered Series),"['Feder', 'Gershon', 'Slade', 'Roger']","['Crops and Crop Management Systems', 'Agricultural Extension', 'Fertilizers', 'Climate Change and Agriculture', 'Nutrition', 'Agricultural Research', 'Food Security']",South Asia Sector Units (SAS),http://documents.worldbank.org/curated/en/252851468914056912/pdf/The-impact-of-agricultural-extension-the-training-and-visit-system-in-India.pdf
ARU37,On the sociology of irrigation : how do we know the truth about canal performance,"The methods used to collect irrigation statistics in India give rise to very large margins of error. The unreliability of the data throws into question the utility of careful economic analyses of irrigation projects. More importantly, it means that in the case of large surface-flow schemes canal officials cannot manage the system in the absence of reliable information about the systems output; they can only administer the inputs. This is an important constraint on better performance. To improve the information system attention has to be given not only to the hardware but also to the incentives which bear on those that collect the statistics.",31-May-85,Working Paper (Numbered Series),"['Wade', 'Robert']","['Hydrology', 'Food Security', 'Small Private Water Supply Providers', 'Water Supply and Sanitation Economics', 'Water and Human Health', 'Town Water Supply and Sanitation', 'Agricultural Extension', 'Climate Change and Agriculture', 'Crops and Crop Management Systems']",VP Dev Econ & Chief Economist (DEC),http://documents.worldbank.org/curated/en/527151468914726334/pdf/On-the-sociology-of-irrigation-how-do-we-know-the-truth-about-canal-performance.pdf
ARU34,"The impact of agricultural extension : a case study of the training and visit system (T & V) in Haryana, India","The paper presents results from a study designed to estimate the effect on agricultural productivity of the Training and Visit Extension System in the Karnal and Kairana Tehsil districts in India. The farm level data show that in Karnal under the T & V system, the extent of farmer interaction with extension agents was greater than in Kairana and that farmers in Karnal viewed the change in the extension system favorably. Moreover, an examination of the rates of knowledge diffusion for a select set of practices for High Yielding Varieties (HYV) of rice and wheat suggests that T & V extension led to a noticeable increase in the rate of knowledge diffusion of several HYV wheat practices. The main thrust of the paper, however, is an analysis of productivity differentials between the two areas for two crops, HYV wheat and rice, and the extent to which any estimated differences can be attributed to the introduction of the T & V extension system. After making adjustments to derive a baseline differential that was consistent with the evidence derived from the detailed farm sample survey undertaken, the final results show that, after three years of T & V extension, there was a gain in productivity for HYV wheat of about 6-7 percent which can be attributed to T & V extension.",31-May-85,Working Paper (Numbered Series),"['Feder', 'Gershon', 'Lau', 'Lawrence', 'Slade', 'Roger']","['Hydrology', 'Crops and Crop Management Systems', 'Climate Change and Agriculture', 'Agricultural Extension', 'Fertilizers', 'Food Security']",South Asia Sector Units (SAS),http://documents.worldbank.org/curated/en/117291468913913860/pdf/The-impact-of-agricultural-extension-a-case-study-of-the-training-and-visit-system-T-V-in-Haryana-India.pdf
ARU32,On the provision of extension services in Third World agriculture,"Extension services in agriculture aim to assist the spread of innovations throughout the region in which they operate. An important issue in deciding how to make such services more cost-effective is to determine on which farmers or groups of farmers the extension services should concentrate their efforts. This paper examines one of the dimensions which may be of importance in this decision: the size of the farm. Both empirical (Rogers, 1983) and theoretical studies (Feder et al, 1985) suggest that larger farmers adopt more quickly. If these were the only considerations, the optimal strategy for the extension service would be to concentrate largely or solely on the largest farmers. Such a strategy, however, ignores three things: (a) that there are other determinants of speed of adoption that size of farm, so that some small farmers and not all large farmers will be early adopters; (b) that there are undesirable distributional effects of concentrating development efforts towards those who are relatively rich; and (c) the manner in which extension advice is spread throughout a population of farmers. The factors (a), (b) and (c) above are all reasons why the optimal extension strategy should be to concentrate less-exclusively on the largest farmers.",31-Jan-85,Working Paper (Numbered Series),"['Fischer', 'A.', 'AGR']","['Food Security', 'Climate Change and Agriculture', 'Crops and Crop Management Systems', 'Agricultural Extension', 'Public Health Promotion', 'Energy and Mining', 'Energy and Environment', 'Energy Demand']",VP Dev Econ & Chief Economist (DEC),http://documents.worldbank.org/curated/en/831661468913732029/pdf/On-the-provision-of-extension-services-in-Third-World-agriculture.pdf
ARU25,The training and visit extension system : an analysis of operations and effects,"The paper analyzes several aspects of the operation and effects of the T&V extension system. Specific questions related to the supply of, and demand for, extension agents (VEW) visits, the presence or absence of farm size bias in VEW visits, seasonal and longer-term variations in the pattern of VEW visits, the relative importance of the VEW as a source of information to farmers, and the crop yields obtained by farmers in relation to their main sources of agricultural advice are addressed in detail. The paper draws the following main conclusions. Most (85 percent) contact farmers are visited regularly, and the majority of noncontact farmers also have some interaction with VEWs, suggesting that the supply of extension services is adequate. VEWs appear to be more active in the dry season than in the rainy season, which may be attributable to an emphasis on irrigated crop technology. As experience with the T&V system increases, contact farmers appear to receive fewer visits from VEWs, but visits to noncontact farmers increase. VEWs play a more important role as disseminators of information in areas operating the T&V system than in areas relying on the older community development system of extension.",30-Nov-84,Working Paper (Numbered Series),"['Feder', 'Gershon', 'Slade', 'Roger', 'Sundaram', 'A.']","['Crops and Crop Management Systems', 'Agricultural Extension', 'Water and Food Supply', 'Climate Change and Agriculture', 'Food Security', 'Nutrition', 'Agricultural Research']",South Asia Sector Units (SAS),http://documents.worldbank.org/curated/en/331201468914112539/pdf/The-training-and-visit-extension-system-an-analysis-of-operations-and-effects.pdf
ARU26,The role of public policy in the diffusion of new agricultural technology,"The generation of new technology is a necessary, but not sufficient condition for increased farm productivity with given natural resources. In the short-run, it is not even a necessary condition, if there is a gap between available knowledge and typical farmer practices. A crucial element in the process linking the generation of new technology to increased farm productivity is the diffusion of the new knowledge among its potential users, the farmers. The other element in this process is the actual adoption of the new technology, or parts of it, by the farmers. The present paper considers both knowledge diffusion and adoption, assuming that a relevant and viable new technology is available. The focus is on the rationale for and scope of public sector involvement in these processes. Such involvement includes publicly sponsored information dissemination, intervention in output and input markets, intervention in the credit market and investment in infrastructure.",31-Oct-84,Working Paper (Numbered Series),"['Feder', 'G.', 'Slade', 'R.', 'AGR']","['Agricultural Extension', 'Crops and Crop Management Systems', 'Climate Change and Agriculture', 'Food Security', 'Primary Education']",VP Dev Econ & Chief Economist (DEC),http://documents.worldbank.org/curated/en/169521468913771686/pdf/The-role-of-public-policy-in-the-diffusion-of-new-agricultural-technology.pdf
ARU19,Aspects of the training and visit system of agricultural extension in India : a comparative analysis,"Recognizing the importance of providing any discussion of the strengths and weaknesses of the T & V system of agricultural extension with firm empirical foundations, this paper draws extensively on evidence derived from sample surveys of farmers from two districts in India. One district is covered by the T & V system, while the other is covered by an earlier system. The data show a significantly higher level of village-level extension activity in the area covered by T & V, which is compatible with the larger number of staff and higher expenditure under this system. Among specific findings are: (i) contact farmers under T & V, although not fully representative, are valuable as opinion leaders; (ii) extension exposure is much wider under T & V; (iii) the T & V system is perceived to be an improvement; (iv) rates of knowledge diffusion are faster under T & V; and (v) there is no evidence that the T & V system is biased in favor of the wealthiest farmers. In sum, the findings support effectiveness of information delivery under T & V; they do not address the relevance, profitability, or productivity issues, which remain subjects for further research.",30-Apr-84,Working Paper (Numbered Series),"['Feder', 'Gershon', 'Slade', 'Roger']","['Crops and Crop Management Systems', 'Agricultural Extension', 'Climate Change and Agriculture', 'Food Security', 'Rural Settlements', 'Agricultural Growth and Rural Development', 'Educational Sciences', 'Mining & Extractive Industry (Non-Energy)']",South Asia Sector Units (SAS),http://documents.worldbank.org/curated/en/512101468915126375/pdf/Aspects-of-the-training-and-visit-system-of-agricultural-extension-in-India-a-comparative-analysis.pdf
REP301,"Selecting contact farmers for agricultural extension : the training and visit system in Haryana, India","A significant gap exists in many countries between known and feasible agricultural technologies, and what is actually practiced by farmers. A major channel for the dissemination of information on these technologies is the agricultural extension system. This paper discusses some aspects of the interaction between extension agents and farmers within the Training and Visit system (T&V). It focuses on the selection of contact farmers and on the extent of their interaction with agents. For the particular region studied, the analysis shows that contact farmers manifest several characteristics which are commonly hypothesized to indicate the propensity to lead opinion and a potential receptiveness to innovations. These farmers are not representative of the community in many respects, tending to be wealthier, more educated, and of higher status. But in other respects, such as caste and access to irrigation, they are fairly representative of the general population. Effectiveness of T&V is highly dependent upon the regularity with which extension agents visit the contact farmers. The agents tend to achieve a high degree of regularity, and also interact to a surprising degree with non-contact farmers. These conclusions indicate satisfactory performance of this aspect of T&V.",31-Jan-84,Journal Article,"['Feder', 'Gershon', 'Slade', 'Roger']","['Climate Change and Agriculture', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Educational Sciences', 'Hydrology', 'International Trade and Trade Rules', 'Food Security']",SAR,http://documents.worldbank.org/curated/en/852401468269421245/pdf/REP301000Selec0em0in0Haryana00India.pdf
SWP564,"Basic education and agricultural extension : costs, effects, and alternatives","This set of papers addresses a single theme: the effectiveness of traditional methods of agricultural extension and basic education and the value of alternative approaches using the mass media. The research has found: (i) that farmers' educational level is positively and significantly related to farm management, but the relationship between extension services and farm management is unclear; and (ii) radio can be a cost-effective way of providing or supporting formal education. Two papers review the literature on the subject, and three case studies follow. The papers conclude that, although the evidence on extension services and on the use of mass media is mixed, there is a case for expanding and improving the use of mass media, both as a support to extension services, and as a way of reaching farmers, including women farmers. Further research into the modalities of using mass media, the best ways of combining media, and the linking of mass media with extension services is recommended.",30-Apr-83,Staff Working Paper,"['PERRATON', 'H.', 'JAMISON', 'D.', 'JENKINS', 'J.', 'ORIVEL', 'F.', 'WOLFF', 'L.', 'PHN', 'EAP']","['Climate Change and Agriculture', 'Rural Settlements', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Primary Education', 'Educational Sciences', 'Agricultural Growth and Rural Development']",Africa,http://documents.worldbank.org/curated/en/999271468770338179/pdf/multi-page.pdf
151478,Nepal - Cash Crop Development Project,"The project will a) improve production of sugarcane on 4,660 ha, tobacco on 2,800 ha, and rapeseed and mustard on over 4,800 ha through improved research and agricultural extension services, development of a sugarcane seed multiplication program, and training and technical assistance; b) promote sericulture through a pilot mulberry planting and provision of facilities and equipment; c) strengthen ginger research and initiate a marketing study; d) upgrade or construct about 64 km of feeder roads and construct two small bridges; and e) provide short- and medium-term credit to farmers in support of project activities.",22-Mar-83,Brief,[],"['Food Security', 'Agricultural Extension', 'Crops and Crop Management Systems', 'Climate Change and Agriculture']",,http://documents.worldbank.org/curated/en/443871596695579344/pdf/Nepal-Cash-Crop-Development-Project.pdf
151477,Madagascar - Lac Alaotra Rice Intensification Project,"The project includes: a) rehabilitation of existing ‘modern’ irrigation networks on about 25,000 ha and improvement of water availability on traditional schemes on about 3,000 ha; b) production of improved seeds and provision of agricultural equipment and inputs to farmers in the Lac Alaotra basin (about 68,000 ha); c) reinforcement of SOMALAC through provision of materials, technical assistance, and training; d) construction of a central warehouse and provision of vehicles, equipment, and training for the agricultural extension services of MPARA; e) establishment of a network of rain and stream gauging stations; f) pilot activities aimed at increasing agricultural production; g) establishment of a monitoring and evaluation unit; and h) studies related to project activities and to preparation of future agricultural projects.",22-Mar-83,Brief,[],"['Hydrology', 'Agricultural Extension', 'Climate Change and Agriculture', 'Crops and Crop Management Systems', 'Agricultural Economics']",,http://documents.worldbank.org/curated/en/992201596695254716/pdf/Madagascar-Lac-Alaotra-Rice-Intensification-Project.pdf
